elev1,frequency1,elev0,frequency0
130.65197933333332,1034.0,130.37484083333334,5680.0
135.593138,7440.0,135.33552249999997,53875.0
140.53429666666665,11355.0,140.29620416666666,80533.0
145.47545533333334,13241.0,145.25688583333334,91658.0
150.41661399999998,13817.0,150.21756749999997,88706.0
155.35777266666668,7954.0,155.17824916666666,51707.0
160.29893133333331,5849.0,160.13893083333335,40605.0
165.24009,6453.0,165.09961249999998,36443.0
170.18124866666665,7463.0,170.06029416666667,36129.0
175.12240733333334,7094.0,175.0209758333333,34175.0
180.06356599999998,6374.0,179.98165749999998,35074.0
185.00472466666668,6004.0,184.94233916666667,32869.0
189.9458833333333,5211.0,189.9030208333333,29658.0
194.887042,4801.0,194.8637025,26419.0
199.82820066666665,5044.0,199.82438416666668,27783.0
204.76935933333334,5266.0,204.7850658333333,27022.0
209.71051799999998,4840.0,209.7457475,27212.0
214.65167666666667,6522.0,214.70642916666662,25878.0
219.5928353333333,30092.0,219.6671108333333,1493.0
224.533994,28731.0,224.6277925,1852.0
229.47515266666665,28732.0,229.58847416666663,2040.0
234.41631133333334,31241.0,234.54915583333332,308.0
239.35746999999998,30534.0,239.5098375,80.0
244.29862866666667,30373.0,244.47051916666663,35.0
249.2397873333333,30675.0,249.43120083333332,43.0
254.180946,32054.0,254.39188249999995,29.0
259.12210466666664,31576.0,259.35256416666664,53.0
264.06326333333334,32063.0,264.3132458333333,120.0
269.004422,31923.0,269.2739275,206.0
273.9455806666667,32518.0,274.23460916666664,206.0
278.8867393333333,32355.0,279.1952908333333,250.0
283.827898,32653.0,284.15597249999996,187.0
288.76905666666664,32613.0,289.11665416666665,71.0
293.71021533333334,32833.0,294.07733583333334,28.0
298.651374,33017.0,299.03801749999997,61.0
303.59253266666667,32740.0,303.9986991666666,157.0
308.5336913333333,32311.0,308.9593808333333,178.0
313.47485,33782.0,313.9200625,108.0
318.41600866666664,33524.0,318.88074416666666,57.0
323.35716733333334,34417.0,323.84142583333335,55.0
328.298326,34631.0,328.8021074999999,42.0
333.23948466666667,34909.0,333.7627891666666,68.0
338.1806433333333,35088.0,338.7234708333333,77.0
343.121802,34755.0,343.6841525,383.0
348.06296066666664,34324.0,348.64483416666667,616.0
353.00411933333334,34375.0,353.6055158333333,234.0
357.945278,35298.0,358.56619749999993,149.0
362.88643666666667,35349.0,363.5268791666666,138.0
367.8275953333333,36202.0,368.4875608333333,132.0
372.768754,36259.0,373.4482425,247.0
377.70991266666664,36209.0,378.4089241666666,291.0
382.65107133333333,36835.0,383.36960583333325,375.0
387.59223,37583.0,388.33028749999994,445.0
392.5333886666666,37667.0,393.2909691666666,566.0
397.47454733333336,37892.0,398.2516508333333,616.0
402.415706,38531.0,403.21233249999995,568.0
407.35686466666664,38982.0,408.17301416666663,1027.0
412.2980233333333,38592.0,413.13369583333326,1331.0
417.239182,38700.0,418.09437749999995,1303.0
422.18034066666667,39883.0,423.05505916666664,1082.0
427.1214993333333,40120.0,428.0157408333333,1040.0
432.06265799999994,40065.0,432.97642249999996,1070.0
437.0038166666667,40392.0,437.9371041666666,1027.0
441.94497533333333,40643.0,442.8977858333333,982.0
446.88613399999997,41042.0,447.85846749999996,1100.0
451.8272926666666,40690.0,452.81914916666665,1790.0
456.76845133333336,40177.0,457.7798308333333,3129.0
461.70961,38586.0,462.7405124999999,4207.0
466.65076866666664,41048.0,467.7011941666666,3156.0
471.5919273333333,42956.0,472.6618758333333,2240.0
476.533086,41052.0,477.62255749999997,2287.0
481.47424466666666,41036.0,482.5832391666666,2014.0
486.4154033333333,40965.0,487.5439208333333,1996.0
491.35656199999994,41132.0,492.5046024999999,2536.0
496.2977206666667,40524.0,497.4652841666666,2257.0
501.23887933333333,40701.0,502.4259658333333,2461.0
506.18003799999997,39926.0,507.3866475,2796.0
511.1211966666666,39696.0,512.3473291666666,3091.0
516.0623553333334,38751.0,517.3080108333332,3708.0
521.003514,38414.0,522.2686924999999,3678.0
525.9446726666666,38760.0,527.2293741666666,3804.0
530.8858313333333,38539.0,532.1900558333333,4085.0
535.82699,37479.0,537.1507375,4906.0
540.7681486666667,33221.0,542.1114191666666,11732.0
545.7093073333333,23871.0,547.0721008333333,19004.0
550.6504659999999,21914.0,552.0327824999999,20127.0
555.5916246666667,20124.0,556.9934641666666,21506.0
560.5327833333333,19289.0,561.9541458333332,22343.0
565.473942,17852.0,566.9148274999999,23979.0
570.4151006666666,16083.0,571.8755091666666,25312.0
575.3562593333334,14160.0,576.8361908333333,26768.0
580.297418,13604.0,581.7968725,26668.0
585.2385766666666,13262.0,586.7575541666666,27287.0
590.1797353333333,12086.0,591.7182358333333,27834.0
595.120894,12377.0,596.6789174999999,27477.0
600.0620526666667,12291.0,601.6395991666666,27177.0
605.0032113333333,15027.0,606.6002808333333,23796.0
609.9443699999999,16416.0,611.5609625,23146.0
614.8855286666667,16251.0,616.5216441666665,24059.0
619.8266873333333,15078.0,621.4823258333332,24407.0
624.767846,14630.0,626.4430074999999,24361.0
629.7090046666666,14381.0,631.4036891666666,24110.0
634.6501633333334,14502.0,636.3643708333333,24423.0
639.591322,14055.0,641.3250524999999,24169.0
644.5324806666666,13467.0,646.2857341666665,23559.0
649.4736393333333,13779.0,651.2464158333332,22627.0
654.4147979999999,14058.0,656.2070974999999,22382.0
659.3559566666667,13361.0,661.1677791666666,22755.0
664.2971153333333,12950.0,666.1284608333333,22254.0
669.2382739999999,13247.0,671.0891425,21722.0
674.1794326666667,12772.0,676.0498241666666,21646.0
679.1205913333333,12046.0,681.0105058333332,23117.0
684.06175,9657.0,685.9711874999999,23878.0
689.0029086666666,9052.0,690.9318691666666,23878.0
693.9440673333332,8312.0,695.8925508333332,24193.0
698.885226,8246.0,700.8532324999999,23680.0
703.8263846666666,8149.0,705.8139141666666,23784.0
708.7675433333333,7771.0,710.7745958333333,23642.0
713.708702,6953.0,715.7352774999999,24394.0
718.6498606666667,5597.0,720.6959591666666,27058.0
723.5910193333333,1052.0,725.6566408333333,28564.0
728.5321779999999,1027.0,730.6173224999999,28764.0
733.4733366666666,1075.0,735.5780041666666,28356.0
738.4144953333333,1225.0,740.5386858333333,27480.0
743.355654,1475.0,745.4993675,26894.0
748.2968126666666,1536.0,750.4600491666665,26295.0
753.2379713333333,1241.0,755.4207308333332,26347.0
758.17913,1215.0,760.3814124999999,25705.0
763.1202886666666,1096.0,765.3420941666666,25471.0
768.0614473333333,984.0,770.3027758333333,24924.0
773.0026059999999,957.0,775.2634575,24712.0
777.9437646666667,902.0,780.2241391666665,24279.0
782.8849233333333,935.0,785.1848208333332,23783.0
787.8260819999999,886.0,790.1455024999999,23505.0
792.7672406666667,924.0,795.1061841666666,23036.0
797.7083993333333,853.0,800.0668658333332,22620.0
802.649558,906.0,805.0275474999999,21876.0
807.5907166666666,923.0,809.9882291666665,21064.0
812.5318753333332,898.0,814.9489108333332,20622.0
817.473034,854.0,819.9095924999999,19772.0
822.4141926666666,870.0,824.8702741666666,19029.0
827.3553513333333,898.0,829.8309558333333,18426.0
832.29651,873.0,834.7916374999999,17877.0
837.2376686666667,855.0,839.7523191666666,17488.0
842.1788273333333,876.0,844.7130008333332,17112.0
847.1199859999999,854.0,849.6736824999999,16541.0
852.0611446666666,799.0,854.6343641666665,15836.0
857.0023033333333,853.0,859.5950458333332,15372.0
861.943462,815.0,864.5557274999999,14910.0
866.8846206666666,832.0,869.5164091666666,14700.0
871.8257793333333,796.0,874.4770908333332,14477.0
876.766938,827.0,879.4377724999999,13780.0
881.7080966666666,812.0,884.3984541666666,13478.0
886.6492553333333,811.0,889.3591358333332,13188.0
891.5904139999999,785.0,894.3198174999999,13033.0
896.5315726666666,754.0,899.2804991666666,12538.0
901.4727313333333,710.0,904.2411808333333,12483.0
906.4138899999999,786.0,909.2018624999998,11968.0
911.3550486666667,751.0,914.1625441666665,11611.0
916.2962073333333,717.0,919.1232258333332,11180.0
921.237366,720.0,924.0839074999999,10800.0
926.1785246666666,737.0,929.0445891666666,10388.0
931.1196833333332,721.0,934.0052708333333,10126.0
936.060842,694.0,938.9659524999998,9786.0
941.0020006666666,676.0,943.9266341666665,9487.0
945.9431593333333,682.0,948.8873158333332,9153.0
950.884318,674.0,953.8479974999999,8909.0
955.8254766666666,617.0,958.8086791666665,8304.0
960.7666353333333,635.0,963.7693608333332,8023.0
965.7077939999999,572.0,968.7300424999999,8079.0
970.6489526666666,625.0,973.6907241666665,7480.0
975.5901113333333,598.0,978.6514058333332,7347.0
980.53127,606.0,983.6120874999999,7124.0
985.4724286666666,582.0,988.5727691666666,6953.0
990.4135873333333,607.0,993.5334508333332,6658.0
995.354746,589.0,998.4941324999999,6282.0
1000.2959046666666,603.0,1003.4548141666666,6147.0
1005.2370633333333,593.0,1008.4154958333332,5879.0
1010.1782219999999,574.0,1013.3761774999998,5683.0
1015.1193806666666,592.0,1018.3368591666665,5327.0
1020.0605393333333,595.0,1023.2975408333332,5400.0
1025.001698,557.0,1028.2582224999999,5172.0
1029.9428566666666,583.0,1033.2189041666666,4807.0
1034.8840153333333,564.0,1038.1795858333332,4757.0
1039.825174,575.0,1043.1402675,4631.0
1044.7663326666666,527.0,1048.1009491666664,4433.0
1049.707491333333,528.0,1053.0616308333333,4426.0
1054.64865,541.0,1058.0223124999998,4253.0
1059.5898086666666,530.0,1062.9829941666667,4249.0
1064.5309673333331,492.0,1067.9436758333331,4017.0
1069.4721260000001,505.0,1072.9043574999998,3973.0
1074.4132846666666,496.0,1077.8650391666665,3808.0
1079.3544433333332,488.0,1082.8257208333332,3763.0
1084.295602,491.0,1087.7864025,3714.0
1089.2367606666667,514.0,1092.7470841666664,3521.0
1094.1779193333332,463.0,1097.7077658333333,3542.0
1099.119078,442.0,1102.6684474999997,3282.0
1104.0602366666667,440.0,1107.6291291666666,3286.0
1109.0013953333332,441.0,1112.589810833333,3212.0
1113.942554,426.0,1117.5504925,3049.0
1118.8837126666667,456.0,1122.5111741666665,3047.0
1123.8248713333332,414.0,1127.4718558333332,2885.0
1128.7660299999998,390.0,1132.4325374999999,2940.0
1133.7071886666668,410.0,1137.3932191666665,2808.0
1138.6483473333333,379.0,1142.3539008333332,2805.0
1143.5895059999998,384.0,1147.3145824999997,2792.0
1148.5306646666668,373.0,1152.2752641666666,2775.0
1153.4718233333333,383.0,1157.235945833333,2600.0
1158.4129819999998,371.0,1162.1966274999997,2594.0
1163.3541406666666,371.0,1167.1573091666664,2515.0
1168.2952993333333,334.0,1172.1179908333331,2484.0
1173.2364579999999,349.0,1177.0786724999998,2409.0
1178.1776166666664,327.0,1182.0393541666665,2313.0
1183.1187753333334,319.0,1187.0000358333332,2235.0
1188.0599339999999,329.0,1191.9607174999999,2219.0
1193.0010926666664,348.0,1196.9213991666666,2167.0
1197.9422513333334,300.0,1201.8820808333332,2180.0
1202.88341,300.0,1206.8427625,1929.0
1207.8245686666664,281.0,1211.8034441666664,1797.0
1212.7657273333334,301.0,1216.764125833333,1859.0
1217.706886,269.0,1221.7248074999998,1665.0
1222.6480446666665,284.0,1226.6854891666665,1639.0
1227.5892033333332,259.0,1231.6461708333331,1541.0
1232.530362,278.0,1236.6068524999998,1511.0
1237.4715206666665,268.0,1241.5675341666665,1393.0
1242.4126793333332,237.0,1246.5282158333332,1362.0
1247.353838,256.0,1251.4888975,1418.0
1252.2949966666665,226.0,1256.4495791666666,1256.0
1257.236155333333,235.0,1261.4102608333333,1198.0
1262.177314,209.0,1266.3709424999997,1142.0
1267.1184726666665,228.0,1271.3316241666664,1211.0
1272.059631333333,217.0,1276.292305833333,1069.0
1277.00079,204.0,1281.2529874999998,1057.0
1281.9419486666666,199.0,1286.2136691666665,1070.0
1286.883107333333,187.0,1291.1743508333332,1015.0
1291.824266,187.0,1296.1350324999999,885.0
1296.7654246666666,201.0,1301.0957141666665,886.0
1301.7065833333331,164.0,1306.0563958333332,804.0
1306.6477419999999,182.0,1311.0170775,751.0
1311.5889006666666,183.0,1315.9777591666666,731.0
1316.5300593333332,158.0,1320.938440833333,697.0
1321.471218,165.0,1325.8991224999997,634.0
1326.4123766666667,162.0,1330.8598041666664,596.0
1331.3535353333332,156.0,1335.8204858333331,583.0
1336.2946939999997,150.0,1340.7811674999998,525.0
1341.2358526666667,151.0,1345.7418491666665,524.0
1346.1770113333332,151.0,1350.7025308333332,449.0
1351.1181699999997,130.0,1355.6632124999999,470.0
1356.0593286666667,133.0,1360.6238941666666,467.0
1361.0004873333332,136.0,1365.5845758333332,422.0
1365.9416459999998,127.0,1370.5452575,431.0
1370.8828046666667,114.0,1375.5059391666664,364.0
1375.8239633333333,121.0,1380.466620833333,345.0
1380.7651219999998,111.0,1385.4273024999998,358.0
1385.7062806666665,112.0,1390.3879841666665,324.0
1390.6474393333333,111.0,1395.3486658333331,277.0
1395.5885979999998,101.0,1400.3093474999998,276.0
1400.5297566666666,94.0,1405.2700291666665,245.0
1405.4709153333333,103.0,1410.2307108333332,258.0
1410.4120739999998,85.0,1415.1913925,233.0
1415.3532326666664,84.0,1420.1520741666666,214.0
1420.2943913333334,83.0,1425.1127558333333,200.0
1425.2355499999999,87.0,1430.0734374999997,201.0
1430.1767086666664,78.0,1435.0341191666664,191.0
1435.1178673333334,87.0,1439.994800833333,165.0
1440.059026,60.0,1444.9554824999998,166.0
1445.0001846666664,58.0,1449.9161641666665,162.0
1449.9413433333334,55.0,1454.8768458333332,153.0
1454.882502,48.0,1459.8375274999999,134.0
1459.8236606666665,51.0,1464.7982091666665,113.0
1464.7648193333332,50.0,1469.7588908333332,134.0
1469.705978,55.0,1474.7195724999997,113.0
1474.6471366666665,32.0,1479.6802541666664,111.0
1479.5882953333332,37.0,1484.640935833333,84.0
1484.529454,37.0,1489.6016174999997,79.0
1489.4706126666665,31.0,1494.5622991666664,81.0
1494.411771333333,24.0,1499.5229808333331,73.0
1499.35293,28.0,1504.4836624999998,60.0
1504.2940886666665,27.0,1509.4443441666665,54.0
1509.235247333333,23.0,1514.4050258333332,42.0
1514.176406,22.0,1519.3657074999999,31.0
1519.1175646666666,28.0,1524.3263891666666,36.0
1524.058723333333,18.0,1529.287070833333,27.0
1528.999882,18.0,1534.2477524999997,26.0
1533.9410406666666,18.0,1539.2084341666664,26.0
1538.8821993333331,9.0,1544.169115833333,19.0
1543.8233579999999,14.0,1549.1297974999998,18.0
1548.7645166666666,13.0,1554.0904791666665,22.0
1553.7056753333331,10.0,1559.0511608333331,14.0
1558.646834,14.0,1564.0118424999998,14.0
1563.5879926666667,8.0,1568.9725241666665,10.0
1568.5291513333332,4.0,1573.9332058333332,2.0
1573.4703099999997,8.0,1578.8938875,3.0
1578.4114686666667,4.0,1583.8545691666664,2.0
1583.3526273333332,8.0,1588.815250833333,5.0
1588.2937859999997,8.0,1593.7759324999997,9.0
1593.2349446666667,2.0,1598.7366141666664,7.0
1598.1761033333332,1.0,1603.697295833333,5.0
1603.1172619999998,0.0,1608.6579774999998,7.0
1608.0584206666667,2.0,1613.6186591666665,3.0
