slope1,frequency1,slope0,frequency0
0.0033333333333333335,356.0,0.0033333333333333335,479.0
0.01,190.0,0.01,635.0
0.016666666666666666,253.0,0.016666666666666666,808.0
0.023333333333333334,276.0,0.023333333333333334,1093.0
0.03,354.0,0.03,1377.0
0.03666666666666667,404.0,0.03666666666666667,1644.0
0.043333333333333335,534.0,0.043333333333333335,1929.0
0.05,546.0,0.05,2082.0
0.05666666666666667,613.0,0.05666666666666667,2356.0
0.06333333333333334,647.0,0.06333333333333334,2590.0
0.07,787.0,0.07,2895.0
0.07666666666666666,832.0,0.07666666666666666,3107.0
0.08333333333333334,835.0,0.08333333333333334,3122.0
0.09,938.0,0.09,3400.0
0.09666666666666668,1057.0,0.09666666666666668,3626.0
0.10333333333333333,1024.0,0.10333333333333333,3732.0
0.11000000000000001,1124.0,0.11000000000000001,3888.0
0.11666666666666667,1142.0,0.11666666666666667,4053.0
0.12333333333333335,1194.0,0.12333333333333335,4171.0
0.13,1234.0,0.13,4422.0
0.13666666666666666,1244.0,0.13666666666666666,4487.0
0.14333333333333334,1348.0,0.14333333333333334,4506.0
0.15000000000000002,1336.0,0.15000000000000002,4719.0
0.15666666666666668,1387.0,0.15666666666666668,4681.0
0.16333333333333333,1419.0,0.16333333333333333,4708.0
0.17,1529.0,0.17,4819.0
0.1766666666666667,1516.0,0.1766666666666667,4919.0
0.18333333333333335,1549.0,0.18333333333333335,4926.0
0.19,1492.0,0.19,4906.0
0.19666666666666668,1592.0,0.19666666666666668,5148.0
0.20333333333333337,1650.0,0.20333333333333337,5194.0
0.21000000000000002,1559.0,0.21000000000000002,5217.0
0.21666666666666667,1621.0,0.21666666666666667,5142.0
0.22333333333333333,1612.0,0.22333333333333333,5050.0
0.23,1588.0,0.23,5027.0
0.2366666666666667,1711.0,0.2366666666666667,5208.0
0.24333333333333335,1656.0,0.24333333333333335,5133.0
0.25,1708.0,0.25,5248.0
0.2566666666666667,1667.0,0.2566666666666667,5205.0
0.2633333333333333,1714.0,0.2633333333333333,5228.0
0.27,1731.0,0.27,5232.0
0.2766666666666667,1697.0,0.2766666666666667,5130.0
0.2833333333333333,1616.0,0.2833333333333333,5144.0
0.29000000000000004,1755.0,0.29000000000000004,4852.0
0.2966666666666667,1660.0,0.2966666666666667,5078.0
0.30333333333333334,1752.0,0.30333333333333334,4946.0
0.31000000000000005,1760.0,0.31000000000000005,4917.0
0.31666666666666665,1717.0,0.31666666666666665,4971.0
0.32333333333333336,1740.0,0.32333333333333336,4804.0
0.33,1694.0,0.33,4793.0
0.33666666666666667,1649.0,0.33666666666666667,4712.0
0.3433333333333334,1721.0,0.3433333333333334,4662.0
0.35,1647.0,0.35,4710.0
0.3566666666666667,1686.0,0.3566666666666667,4568.0
0.3633333333333334,1716.0,0.3633333333333334,4480.0
0.37,1721.0,0.37,4455.0
0.3766666666666667,1674.0,0.3766666666666667,4457.0
0.38333333333333336,1707.0,0.38333333333333336,4396.0
0.39,1693.0,0.39,4284.0
0.3966666666666667,1719.0,0.3966666666666667,4238.0
0.4033333333333333,1652.0,0.4033333333333333,4226.0
0.41000000000000003,1659.0,0.41000000000000003,4114.0
